date,GSPC,lag_GSPC_1,lead_GSPC_1,rfr,lag_rfr_1,lag_date_1,lead_date_1
2001-10-31,1059.780029296875,1040.93994140625,1139.449951171875,2.009999990463257,2.299999952316284,2001-09-28,2001-11-30
2001-11-30,1139.449951171875,1059.780029296875,1148.079956054688,1.730000019073486,2.009999990463257,2001-10-31,2001-12-31
2001-12-31,1148.079956054688,1139.449951171875,1130.199951171875,1.669999957084656,1.730000019073486,2001-11-30,2002-01-31
2002-01-31,1130.199951171875,1148.079956054688,1106.72998046875,1.720000028610229,1.669999957084656,2001-12-31,2002-02-28
2002-02-28,1106.72998046875,1130.199951171875,1147.390014648438,1.720000028610229,1.720000028610229,2002-01-31,2002-03-28
2002-03-28,1147.390014648438,1106.72998046875,1076.920043945312,1.740000009536743,1.720000028610229,2002-02-28,2002-04-30
2002-04-30,1076.920043945312,1147.390014648438,1067.140014648438,1.730000019073486,1.740000009536743,2002-03-28,2002-05-31
2002-05-31,1067.140014648438,1076.920043945312,989.8200073242188,1.705000042915344,1.730000019073486,2002-04-30,2002-06-28
2002-06-28,989.8200073242188,1067.140014648438,911.6199951171875,1.659000039100647,1.705000042915344,2002-05-31,2002-07-31
2002-07-31,911.6199951171875,989.8200073242188,916.0700073242188,1.664999961853027,1.659000039100647,2002-06-28,2002-08-30
2002-08-30,916.0700073242188,911.6199951171875,815.280029296875,1.644999980926514,1.664999961853027,2002-07-31,2002-09-30
2002-09-30,815.280029296875,916.0700073242188,885.760009765625,1.526999950408936,1.644999980926514,2002-08-30,2002-10-31
2002-10-31,885.760009765625,815.280029296875,936.3099975585938,1.41700005531311,1.526999950408936,2002-09-30,2002-11-29
2002-11-29,936.3099975585938,885.760009765625,879.8200073242188,1.202000021934509,1.41700005531311,2002-10-31,2002-12-31
2002-12-31,879.8200073242188,936.3099975585938,855.7000122070312,1.182000041007996,1.202000021934509,2002-11-29,2003-01-31
2003-01-31,855.7000122070312,879.8200073242188,841.1500244140625,1.148000001907349,1.182000041007996,2002-12-31,2003-02-28
2003-02-28,841.1500244140625,855.7000122070312,848.1799926757812,1.174999952316284,1.148000001907349,2003-01-31,2003-03-31
2003-03-31,848.1799926757812,841.1500244140625,916.9199829101562,1.090000033378601,1.174999952316284,2003-02-28,2003-04-30
2003-04-30,916.9199829101562,848.1799926757812,963.5900268554688,1.10099995136261,1.090000033378601,2003-03-31,2003-05-30
2003-05-30,963.5900268554688,916.9199829101562,974.5,1.085000038146973,1.10099995136261,2003-04-30,2003-06-30
2003-06-30,974.5,963.5900268554688,990.3099975585938,0.8379999995231628,1.085000038146973,2003-05-30,2003-07-31
2003-07-31,990.3099975585938,974.5,1008.010009765625,0.9269999861717224,0.8379999995231628,2003-06-30,2003-08-29
2003-08-29,1008.010009765625,990.3099975585938,995.969970703125,0.9599999785423279,0.9269999861717224,2003-07-31,2003-09-30
2003-09-30,995.969970703125,1008.010009765625,1050.7099609375,0.9259999990463257,0.9599999785423279,2003-08-29,2003-10-31
2003-10-31,1050.7099609375,995.969970703125,1058.199951171875,0.9319999814033508,0.9259999990463257,2003-09-30,2003-11-28
2003-11-28,1058.199951171875,1050.7099609375,1111.920043945312,0.9079999923706055,0.9319999814033508,2003-10-31,2003-12-31
2003-12-31,1111.920043945312,1058.199951171875,1131.130004882812,0.9070000052452087,0.9079999923706055,2003-11-28,2004-01-30
